workerid	proliferate.condition	response	sentence	slide_number_in_experiment	tgrep_id	error
137	condition1	['Yes', False]	we've got, some, but not all children who  would just really, uh, enjoy  having an animal, you know, a dog, i think	18	139682:16	
137	condition1	['Yes', True]	an, and while, while there are some, but not all advantages to that, there's less time spent outside making it look nice and taking care of things.	19	81929:47	
137	condition1	['No', True]	and it's, uh, got some, but not all nice features in terms of being able  to remove seats and flip them around	20	164091:22	
137	condition1	['No', False]	and it didn't look like, uh, you know, how, yo-, you, you walk into some, but not all rooms  and there's, it's completely generic.	21	169939:81	
137	condition1	['No', False]	of course what i used  to like  to do  though is go  snorkeling for scallops  in some, but not all of the bays, or uh, or oy-, for oysters.	22	22630:77	
137	condition1	['No', True]	and they had, uh, some, but not all names, some companies that  sold mustang parts,	23	120455:20	
137	condition1	['Yes', False]	and they have some, but not all good feedback and all that stuff	24	168218:13	
137	condition1	['Yes', False]	and it, and if it's possible even get some, but not all experience at it or at least watch some people do it.	25	24421:47	
277	condition1	['Elizabeth', 'Elizabeth']		1	bot_check	
277	condition1	['Yes', '']		3	example1	
277	condition1	['No', '']		4	example2	
277	condition1	['Yes', False]	well, some, but not all of them, yes they do	6	99355:10	
277	condition1	['No', True]	for all the inside parts you brown hamburger and put some, but not all  um, tomato sauce in it,	7	94280:31	
277	condition1	['Yes', False]	uh, i just have a feeling that we've kind of talked out of both sides of mouths down there like we do in some, but not all other situations you know.	8	119111:78	
277	condition1	['No', False]	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some, but not all serious problems here	9	60034:130	
277	condition1	['Yes', False]	so, i, i, uh, i, i, i feel like it should be mandatory in some, but not all professions,	10	95651:89	
277	condition1	['Yes', False]	i just wish they'd bring some, but not all of the old characters back.	11	121569:26	
277	condition1	['No', False]	i, it, i have worked in some, but not all campaigns	12	107802:43	
277	condition1	['No', True]	uh, a colleague of mine at, uh, work got some, but not all information over, uh, the computer network called internet.	13	155121:37	
277	condition1	['No', True]	and, uh, if i consider  going the used car route and save up some, but not all money, i shouldn't have too much trouble at all.	14	35565:48	
277	condition1	['No', False]	we actually do some, but not all work with some people down at georgia tech.	15	170188:13	
277	condition1	['No', True]	um, maybe some, but not all rolls and, um, i guess  some, uh, some rice or something like that.	16	121775:13	
277	condition1	['Yes', False]	but, uh, still i, i questioned the ability of some, but not all of the teachers to, uh, really do a bang-up job,	17	31195:47	
277	condition1	['No', True]	but um, there are some, but not all parts during that exercise that i think, i can not do another second of this .	18	125903:18	
277	condition1	['Yes', False]	it's hurting, you know, it's hurting germany, for example, too, and some, but not all other parts of europe where they, where they have high industry .	19	124653:71	
277	condition1	['Yes', False]	and, you know, for some, but not all  for some, but not all young men, that's good.	20	168982:36	
277	condition1	['No', True]	they had some, but not all property there	21	167299:10	
277	condition1	['No', True]	and you have some, but not all success and want  to go on  learning and continue  learning, uh and not wait until they're in high school	22	45036:13	
277	condition1	['Yes', False]	i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw and some, but not all of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth	23	138291:103	
277	condition1	['Yes', False]	on the other hand, um, i think there's certainly some, but not all professions that  ought  to be tested  because of the, of their responsibility for the public welfare, and certainly people in, uh, industries, well, the transportation industry, for spe-, uh, you know, specifically.	24	31489:41	
277	condition1	['Yes', False]	well, you also have the very close related thing of the, uh, rain forest destruction which  is the main source of what 's clearing out the atmosphere and replacing some, but not all of the pollutants.	25	156060:102	
58	condition1	['Margaret', 'Margaret']		1	bot_check	
58	condition1	['Yes', '']		3	example1	
58	condition1	['No', '']		4	example2	
58	condition1	['No', True]	uh, i know in some cases now in some, but not all states, depending on the criminal code, uh, a unanimous verdict is not required .	6	83449:32	
58	condition1	['No', True]	we're trying  to think of how to put away some, but not all savings and stuff like that	7	155201:43	
58	condition1	['No', True]	well, i was doing some, but not all of the same stuff, but doing it more slowly, and with smaller files.	8	149162:20	
58	condition1	['Yes', False]	and some, but not all paper or something in the super dome up in the roof caught on fire.	9	123419:8	
58	condition1	['Yes', False]	and it 's just too bad that some, but not all people, you know, still look down on them just because of their color. you know.	10	147582:28	
58	condition1	['No', True]	uh, i, i think that in some, but not all cases that's considered  to prejudice the current case	11	171972:37	
58	condition1	['No', True]	i have some, but not all dulcimer music.	12	148538:10	
58	condition1	['Yes', False]	and no one could make heads or tails out of some, but not all of them	13	56809:31	
58	condition1	['Yes', False]	but i've really noticed that there are a lot of, uh, a lot more people that  are more comfortable, at least, with some, but not all women being home and, at least in the circles i've travelled  and in the church that i go to, you know,	14	110384:95	
58	condition1	['No', False]	um, it's a lot more fun than some, but not all other things i could do, i guess .	15	63221:32	
58	condition1	['No', True]	and i couldn't tell whether some, but not all parts of town had started it or if it was just everybody was, was waiting for the delivery of whatever those containers were .	16	104342:23	
58	condition1	['No', False]	and some, but not all of them are limited care  too where people can do, uh,	17	147340:7	
58	condition1	['Yes', False]	uh, i've had, uh, three boys  through, i guess, uh, some, but not all child care, each one of them	18	170859:54	
58	condition1	['No', False]	so, so then we got, we got some, but not all same things because,	19	3209:48	
58	condition1	['Yes', False]	in some of those, you know, they, i guess they retitled some, but not all movies that  were going  to be about lebanese and, and, you know, and, and americans	20	31080:59	
58	condition1	['Yes', False]	we drive by some, but not all houses  everyday that  have big signs,	21	113475:14	
58	condition1	['No', True]	but we've had some, but not all pretty nice weather.	22	116582:15	
58	condition1	['No', True]	and, uh, they, they promote service on the part of the kids to, to, uh, some, but not all of those people.	23	114202:81	
58	condition1	['Yes', False]	yet, like, say, you know, the university of small town in arkansas or something, might have some, but not all top specialists in my area.	24	91286:72	
